CollegeID,PrefNumber,UniqueID
11,12,7220560263
20,14,7220560263
21,11,7220560263
27,15,7220560263
28,2,7220560263
30,16,7220560263
31,1,7220560263
72,17,7220560263
135,6,7220560263
146,18,7220560263
147,10,7220560263
169,5,7220560263
174,3,7220560263
175,4,7220560263
193,7,7220560263
203,19,7220560263
204,8,7220560263
256,20,7220560263
257,9,7220560263
193,1,9985524937
204,2,9985524937
153,5,1563296144
167,6,1563296144
187,7,1563296144
243,4,1563296144
244,1,1563296144
258,8,1563296144
308,2,1563296144
344,9,1563296144
345,3,1563296144
12,31,2625733949
13,30,2625733949
14,29,2625733949
15,28,2625733949
34,27,2625733949
35,8,2625733949
36,7,2625733949
37,6,2625733949
57,26,2625733949
58,25,2625733949
81,24,2625733949
82,23,2625733949
98,22,2625733949
99,21,2625733949
119,19,2625733949
120,20,2625733949
153,2,2625733949
167,5,2625733949
168,4,2625733949
179,3,2625733949
187,1,2625733949
243,18,2625733949
244,17,2625733949
258,9,2625733949
276,10,2625733949
277,11,2625733949
308,12,2625733949
324,13,2625733949
325,14,2625733949
344,15,2625733949
345,16,2625733949
34,9,1655965038
36,4,1655965038
37,5,1655965038
57,6,1655965038
153,10,1655965038
168,2,1655965038
179,1,1655965038
187,3,1655965038
258,7,1655965038
345,8,1655965038
12,7,3144615592
13,8,3144615592
14,9,3144615592
15,10,3144615592
34,11,3144615592
35,12,3144615592
36,4,3144615592
37,5,3144615592
57,13,3144615592
58,14,3144615592
81,15,3144615592
82,16,3144615592
98,17,3144615592
99,18,3144615592
119,19,3144615592
120,20,3144615592
153,21,3144615592
167,22,3144615592
168,2,3144615592
179,1,3144615592
187,3,3144615592
243,23,3144615592
244,24,3144615592
258,6,3144615592
276,25,3144615592
277,26,3144615592
308,27,3144615592
324,28,3144615592
325,29,3144615592
344,30,3144615592
345,31,3144615592
345,10,7036371867
10,20,9511339319
11,19,9511339319
20,18,9511339319
21,17,9511339319
27,16,9511339319
28,15,9511339319
30,14,9511339319
31,13,9511339319
72,2,9511339319
135,1,9511339319
146,3,9511339319
147,4,9511339319
169,5,9511339319
174,6,9511339319
175,7,9511339319
193,8,9511339319
203,9,9511339319
204,10,9511339319
256,11,9511339319
257,12,9511339319
10,20,8108540011
11,4,8108540011
20,13,8108540011
21,11,8108540011
27,14,8108540011
28,3,8108540011
30,15,8108540011
31,2,8108540011
72,16,8108540011
135,12,8108540011
146,17,8108540011
147,1,8108540011
169,5,8108540011
174,6,8108540011
175,7,8108540011
193,8,8108540011
203,18,8108540011
204,9,8108540011
256,19,8108540011
257,10,8108540011
10,12,5877269175
11,1,5877269175
20,13,5877269175
21,14,5877269175
27,15,5877269175
28,2,5877269175
30,16,5877269175
31,3,5877269175
72,17,5877269175
135,4,5877269175
146,18,5877269175
147,5,5877269175
169,6,5877269175
174,7,5877269175
175,8,5877269175
193,9,5877269175
203,19,5877269175
204,10,5877269175
256,20,5877269175
257,11,5877269175
12,8,8450442607
13,19,8450442607
14,20,8450442607
15,6,8450442607
34,31,8450442607
35,21,8450442607
36,1,8450442607
37,7,8450442607
57,3,8450442607
58,22,8450442607
81,23,8450442607
82,9,8450442607
98,24,8450442607
99,10,8450442607
119,11,8450442607
120,25,8450442607
153,12,8450442607
167,26,8450442607
168,2,8450442607
179,5,8450442607
187,4,8450442607
243,27,8450442607
244,13,8450442607
258,14,8450442607
276,15,8450442607
277,28,8450442607
308,16,8450442607
324,17,8450442607
325,29,8450442607
344,30,8450442607
345,18,8450442607
146,2,5635244351
193,1,5635244351
203,3,5635244351
204,4,5635244351
256,5,5635244351
257,6,5635244351
12,1,2726954216
13,2,2726954216
14,3,2726954216
15,4,2726954216
34,5,2726954216
35,6,2726954216
36,7,2726954216
37,8,2726954216
57,9,2726954216
58,10,2726954216
81,11,2726954216
82,12,2726954216
98,13,2726954216
99,14,2726954216
119,15,2726954216
120,16,2726954216
153,17,2726954216
167,18,2726954216
168,19,2726954216
179,20,2726954216
187,21,2726954216
243,22,2726954216
244,23,2726954216
258,24,2726954216
276,25,2726954216
277,26,2726954216
308,27,2726954216
324,28,2726954216
325,29,2726954216
344,30,2726954216
345,31,2726954216
12,24,8572699848
13,21,8572699848
14,20,8572699848
15,11,8572699848
34,12,8572699848
35,8,8572699848
36,9,8572699848
37,10,8572699848
57,6,8572699848
58,7,8572699848
81,13,8572699848
82,14,8572699848
98,15,8572699848
99,16,8572699848
119,17,8572699848
120,18,8572699848
153,19,8572699848
167,4,8572699848
168,3,8572699848
179,2,8572699848
187,1,8572699848
243,22,8572699848
244,23,8572699848
258,5,8572699848
276,25,8572699848
277,26,8572699848
308,27,8572699848
324,28,8572699848
325,29,8572699848
344,30,8572699848
345,31,8572699848
10,20,1014007127
11,19,1014007127
20,18,1014007127
21,17,1014007127
27,16,1014007127
28,12,1014007127
30,13,1014007127
31,14,1014007127
72,15,1014007127
135,11,1014007127
146,10,1014007127
147,3,1014007127
169,4,1014007127
174,5,1014007127
175,6,1014007127
193,1,1014007127
203,7,1014007127
204,2,1014007127
256,9,1014007127
257,8,1014007127
12,11,1224771259
13,12,1224771259
14,13,1224771259
15,14,1224771259
34,10,1224771259
35,21,1224771259
36,15,1224771259
37,16,1224771259
57,17,1224771259
58,18,1224771259
81,5,1224771259
82,19,1224771259
98,22,1224771259
99,20,1224771259
119,3,1224771259
120,4,1224771259
153,31,1224771259
167,6,1224771259
168,30,1224771259
179,28,1224771259
187,27,1224771259
243,26,1224771259
244,23,1224771259
258,25,1224771259
276,24,1224771259
277,29,1224771259
308,7,1224771259
324,8,1224771259
325,9,1224771259
344,1,1224771259
345,2,1224771259
167,2,7955841083
344,1,7955841083
10,19,3028452246
11,12,3028452246
20,18,3028452246
21,11,3028452246
27,17,3028452246
28,9,3028452246
30,16,3028452246
31,10,3028452246
72,20,3028452246
135,7,3028452246
146,13,3028452246
147,1,3028452246
169,4,3028452246
174,5,3028452246
175,6,3028452246
193,2,3028452246
203,14,3028452246
204,3,3028452246
256,15,3028452246
257,8,3028452246
147,1,7872840204
169,5,7872840204
175,2,7872840204
193,3,7872840204
204,4,7872840204
20,6,4970579044
28,1,4970579044
31,2,4970579044
174,3,4970579044
175,4,4970579044
257,5,4970579044
11,1,5562466706
21,3,5562466706
12,31,9966715462
13,30,9966715462
14,29,9966715462
15,28,9966715462
34,27,9966715462
35,26,9966715462
36,25,9966715462
37,24,9966715462
57,23,9966715462
58,22,9966715462
81,21,9966715462
82,20,9966715462
98,19,9966715462
99,18,9966715462
119,17,9966715462
120,16,9966715462
153,4,9966715462
167,5,9966715462
168,3,9966715462
179,1,9966715462
187,2,9966715462
243,15,9966715462
244,14,9966715462
258,13,9966715462
276,12,9966715462
277,11,9966715462
308,10,9966715462
324,9,9966715462
325,8,9966715462
344,7,9966715462
345,6,9966715462
11,12,8141997521
21,8,8141997521
28,11,8141997521
31,5,8141997521
135,4,8141997521
147,3,8141997521
169,7,8141997521
174,10,8141997521
175,6,8141997521
193,2,8141997521
204,1,8141997521
257,9,8141997521
10,3,3236757552
20,4,3236757552
146,1,3236757552
147,2,3236757552
10,20,1675232613
11,14,1675232613
20,10,1675232613
21,19,1675232613
27,15,1675232613
28,4,1675232613
30,16,1675232613
31,5,1675232613
72,17,1675232613
135,18,1675232613
146,6,1675232613
147,1,1675232613
169,2,1675232613
174,7,1675232613
175,13,1675232613
193,3,1675232613
203,11,1675232613
204,9,1675232613
256,12,1675232613
257,8,1675232613
308,3,1404175233
324,2,1404175233
345,1,1404175233
10,12,1494614896
11,11,1494614896
20,10,1494614896
21,9,1494614896
27,8,1494614896
28,7,1494614896
30,6,1494614896
31,5,1494614896
72,4,1494614896
135,3,1494614896
146,2,1494614896
147,1,1494614896
169,13,1494614896
174,14,1494614896
175,15,1494614896
193,16,1494614896
203,17,1494614896
204,18,1494614896
256,19,1494614896
257,20,1494614896
12,15,6549996106
13,31,6549996106
14,30,6549996106
15,10,6549996106
34,11,6549996106
35,29,6549996106
36,13,6549996106
37,12,6549996106
57,14,6549996106
58,28,6549996106
81,27,6549996106
82,9,6549996106
98,26,6549996106
99,8,6549996106
119,25,6549996106
120,24,6549996106
153,1,6549996106
167,23,6549996106
168,4,6549996106
179,3,6549996106
187,2,6549996106
243,22,6549996106
244,21,6549996106
258,5,6549996106
276,20,6549996106
277,19,6549996106
308,18,6549996106
324,6,6549996106
325,16,6549996106
344,17,6549996106
345,7,6549996106
10,20,8706262533
11,12,8706262533
20,14,8706262533
21,11,8706262533
27,13,8706262533
28,10,8706262533
30,15,8706262533
31,9,8706262533
72,16,8706262533
135,1,8706262533
146,17,8706262533
147,2,8706262533
169,8,8706262533
174,7,8706262533
175,6,8706262533
193,5,8706262533
203,18,8706262533
204,4,8706262533
256,19,8706262533
257,3,8706262533
36,1,4076110549
37,2,4076110549
168,3,4076110549
12,8,7220494988
13,9,7220494988
14,1,7220494988
15,10,7220494988
34,11,7220494988
35,2,7220494988
36,12,7220494988
37,13,7220494988
57,14,7220494988
58,15,7220494988
81,6,7220494988
82,16,7220494988
98,5,7220494988
99,17,7220494988
119,18,7220494988
120,19,7220494988
153,20,7220494988
167,4,7220494988
168,21,7220494988
179,22,7220494988
187,23,7220494988
243,7,7220494988
244,24,7220494988
258,25,7220494988
276,26,7220494988
277,27,7220494988
308,28,7220494988
324,29,7220494988
325,30,7220494988
344,3,7220494988
345,31,7220494988
10,13,8578138986
11,8,8578138986
20,14,8578138986
21,9,8578138986
27,15,8578138986
28,10,8578138986
30,16,8578138986
31,11,8578138986
72,17,8578138986
135,12,8578138986
146,18,8578138986
147,1,8578138986
169,2,8578138986
174,3,8578138986
175,4,8578138986
193,5,8578138986
203,19,8578138986
204,6,8578138986
256,20,8578138986
257,7,8578138986
10,19,7516128819
11,18,7516128819
20,17,7516128819
21,16,7516128819
27,15,7516128819
28,14,7516128819
30,13,7516128819
31,12,7516128819
72,11,7516128819
135,20,7516128819
146,5,7516128819
147,4,7516128819
169,3,7516128819
174,10,7516128819
175,9,7516128819
193,8,7516128819
203,2,7516128819
204,1,7516128819
256,6,7516128819
257,7,7516128819
10,19,9312928209
11,7,9312928209
20,18,9312928209
21,8,9312928209
27,17,9312928209
28,20,9312928209
30,16,9312928209
31,3,9312928209
72,15,9312928209
135,1,9312928209
146,14,9312928209
147,6,9312928209
169,2,9312928209
174,4,9312928209
175,5,9312928209
193,9,9312928209
203,13,9312928209
204,10,9312928209
256,12,9312928209
257,11,9312928209
10,13,4079485781
11,11,4079485781
20,14,4079485781
21,12,4079485781
27,15,4079485781
28,8,4079485781
30,16,4079485781
31,9,4079485781
72,17,4079485781
135,4,4079485781
146,18,4079485781
147,1,4079485781
169,5,4079485781
174,6,4079485781
175,7,4079485781
193,2,4079485781
203,19,4079485781
204,3,4079485781
256,20,4079485781
257,10,4079485781
153,1,6653117614
12,11,7075857033
13,12,7075857033
14,13,7075857033
15,14,7075857033
34,15,7075857033
35,16,7075857033
36,17,7075857033
37,18,7075857033
57,19,7075857033
58,20,7075857033
81,21,7075857033
82,22,7075857033
98,23,7075857033
99,24,7075857033
119,25,7075857033
120,26,7075857033
153,27,7075857033
167,28,7075857033
168,29,7075857033
179,30,7075857033
187,31,7075857033
243,2,7075857033
244,1,7075857033
258,8,7075857033
276,9,7075857033
277,10,7075857033
308,3,7075857033
324,4,7075857033
325,5,7075857033
344,6,7075857033
345,7,7075857033
12,31,2405336477
13,30,2405336477
14,29,2405336477
15,28,2405336477
34,27,2405336477
35,26,2405336477
36,25,2405336477
37,24,2405336477
57,23,2405336477
58,22,2405336477
81,21,2405336477
82,20,2405336477
98,19,2405336477
99,18,2405336477
119,17,2405336477
120,16,2405336477
153,15,2405336477
167,14,2405336477
168,13,2405336477
179,12,2405336477
187,11,2405336477
243,1,2405336477
244,2,2405336477
258,3,2405336477
276,4,2405336477
277,5,2405336477
308,6,2405336477
324,7,2405336477
325,8,2405336477
344,9,2405336477
345,10,2405336477
12,9,9681568182
13,20,9681568182
14,21,9681568182
15,10,9681568182
34,2,9681568182
35,22,9681568182
36,3,9681568182
37,5,9681568182
57,6,9681568182
58,4,9681568182
81,23,9681568182
82,11,9681568182
98,24,9681568182
99,12,9681568182
119,13,9681568182
120,25,9681568182
153,14,9681568182
167,26,9681568182
168,1,9681568182
179,7,9681568182
187,15,9681568182
243,27,9681568182
244,16,9681568182
258,8,9681568182
276,28,9681568182
277,29,9681568182
308,17,9681568182
324,18,9681568182
325,30,9681568182
344,31,9681568182
345,19,9681568182
12,21,7545323694
13,31,7545323694
14,7,7545323694
15,22,7545323694
34,23,7545323694
35,6,7545323694
36,18,7545323694
37,19,7545323694
57,20,7545323694
58,30,7545323694
81,5,7545323694
82,13,7545323694
98,4,7545323694
99,14,7545323694
119,29,7545323694
120,27,7545323694
153,28,7545323694
167,3,7545323694
168,15,7545323694
179,16,7545323694
187,12,7545323694
243,2,7545323694
244,11,7545323694
258,17,7545323694
276,24,7545323694
277,26,7545323694
308,8,7545323694
324,9,7545323694
325,25,7545323694
344,1,7545323694
345,10,7545323694
10,13,7119046337
11,11,7119046337
20,14,7119046337
21,1,7119046337
27,15,7119046337
28,3,7119046337
30,16,7119046337
31,5,7119046337
72,17,7119046337
135,12,7119046337
146,18,7119046337
147,2,7119046337
169,6,7119046337
174,7,7119046337
175,8,7119046337
193,9,7119046337
203,19,7119046337
204,10,7119046337
256,20,7119046337
257,4,7119046337
10,14,7151093409
11,2,7151093409
20,15,7151093409
21,3,7151093409
27,16,7151093409
28,4,7151093409
30,17,7151093409
31,5,7151093409
72,1,7151093409
135,6,7151093409
146,18,7151093409
147,7,7151093409
169,8,7151093409
174,9,7151093409
175,10,7151093409
193,11,7151093409
203,19,7151093409
204,12,7151093409
256,20,7151093409
257,13,7151093409
36,3,8220115628
37,2,8220115628
345,1,8220115628
203,1,3460956263
10,19,6162908361
11,11,6162908361
20,18,6162908361
153,1,5765465258
21,10,6162908361
167,5,5765465258
27,17,6162908361
168,3,5765465258
28,9,6162908361
179,2,5765465258
30,16,6162908361
187,4,5765465258
31,8,6162908361
72,20,6162908361
135,4,6162908361
146,15,6162908361
147,1,6162908361
169,7,6162908361
174,12,6162908361
175,6,6162908361
193,3,6162908361
203,13,6162908361
204,2,6162908361
256,14,6162908361
257,5,6162908361
12,4,6912573516
13,5,6912573516
14,6,6912573516
15,7,6912573516
34,8,6912573516
35,9,6912573516
36,10,6912573516
37,11,6912573516
57,12,6912573516
58,13,6912573516
81,14,6912573516
82,15,6912573516
98,16,6912573516
99,17,6912573516
119,18,6912573516
120,19,6912573516
153,20,6912573516
167,21,6912573516
168,22,6912573516
179,3,6912573516
187,2,6912573516
243,23,6912573516
244,24,6912573516
258,1,6912573516
276,25,6912573516
277,26,6912573516
308,27,6912573516
324,28,6912573516
325,29,6912573516
344,30,6912573516
345,31,6912573516
147,3,6164841822
193,1,6164841822
204,2,6164841822
10,20,8458830807
11,12,8458830807
20,19,8458830807
21,4,8458830807
27,18,8458830807
28,11,8458830807
30,17,8458830807
31,10,8458830807
72,16,8458830807
135,6,8458830807
146,15,8458830807
147,7,8458830807
169,5,8458830807
174,1,8458830807
175,2,8458830807
193,8,8458830807
203,14,8458830807
204,9,8458830807
256,13,8458830807
257,3,8458830807
12,1,4564747437
13,4,4564747437
14,5,4564747437
15,2,4564747437
34,9,4564747437
35,10,4564747437
37,6,4564747437
276,7,4564747437
277,8,4564747437
308,3,4564747437
82,3,7672857254
99,4,7672857254
244,6,7672857254
308,2,7672857254
324,1,7672857254
345,5,7672857254
10,13,8264090137
11,1,8264090137
20,14,8264090137
21,2,8264090137
27,15,8264090137
28,3,8264090137
30,16,8264090137
31,4,8264090137
72,17,8264090137
135,5,8264090137
146,18,8264090137
147,6,8264090137
169,7,8264090137
174,8,8264090137
175,9,8264090137
193,10,8264090137
203,19,8264090137
204,11,8264090137
256,20,8264090137
257,12,8264090137
10,11,1699251425
11,5,1699251425
20,12,1699251425
21,4,1699251425
27,13,1699251425
28,6,1699251425
30,14,1699251425
31,7,1699251425
72,15,1699251425
135,8,1699251425
146,16,1699251425
147,1,1699251425
169,17,1699251425
174,9,1699251425
175,18,1699251425
193,10,1699251425
203,19,1699251425
204,2,1699251425
256,20,1699251425
257,3,1699251425
167,1,7765132760
258,2,7765132760
10,20,8625259138
11,19,8625259138
20,18,8625259138
21,17,8625259138
27,16,8625259138
28,15,8625259138
30,14,8625259138
31,13,8625259138
72,12,8625259138
135,1,8625259138
146,11,8625259138
147,10,8625259138
169,2,8625259138
174,3,8625259138
175,4,8625259138
193,5,8625259138
203,6,8625259138
204,7,8625259138
256,8,8625259138
257,9,8625259138
10,16,2574155859
11,11,2574155859
20,17,2574155859
21,12,2574155859
27,18,2574155859
28,13,2574155859
30,19,2574155859
31,14,2574155859
72,20,2574155859
135,15,2574155859
146,9,2574155859
147,10,2574155859
169,1,2574155859
174,2,2574155859
175,3,2574155859
193,4,2574155859
203,5,2574155859
204,6,2574155859
256,7,2574155859
257,8,2574155859
10,13,4628874257
11,7,4628874257
20,14,4628874257
21,6,4628874257
27,15,4628874257
28,5,4628874257
30,16,4628874257
31,4,4628874257
72,17,4628874257
135,12,4628874257
146,18,4628874257
147,11,4628874257
169,10,4628874257
174,9,4628874257
175,8,4628874257
193,3,4628874257
203,20,4628874257
204,2,4628874257
256,19,4628874257
257,1,4628874257
10,19,3954247057
11,18,3954247057
20,20,3954247057
21,17,3954247057
27,16,3954247057
28,15,3954247057
30,14,3954247057
31,13,3954247057
72,12,3954247057
135,11,3954247057
146,2,3954247057
147,1,3954247057
169,5,3954247057
174,4,3954247057
175,3,3954247057
193,6,3954247057
203,7,3954247057
204,8,3954247057
256,9,3954247057
257,10,3954247057
13,3,9724264498
58,2,9724264498
120,4,9724264498
277,1,9724264498
325,5,9724264498
12,8,5701828829
13,9,5701828829
14,1,5701828829
15,10,5701828829
34,11,5701828829
35,2,5701828829
36,12,5701828829
37,13,5701828829
57,14,5701828829
58,15,5701828829
81,4,5701828829
82,16,5701828829
98,5,5701828829
99,17,5701828829
119,18,5701828829
120,19,5701828829
153,20,5701828829
167,3,5701828829
168,21,5701828829
179,22,5701828829
187,23,5701828829
243,7,5701828829
244,24,5701828829
258,25,5701828829
276,26,5701828829
277,27,5701828829
308,28,5701828829
324,29,5701828829
325,30,5701828829
344,6,5701828829
345,31,5701828829
10,14,8457684081
11,5,8457684081
20,20,8457684081
21,6,8457684081
27,15,8457684081
28,7,8457684081
30,19,8457684081
31,4,8457684081
72,16,8457684081
135,2,8457684081
146,17,8457684081
147,8,8457684081
169,9,8457684081
174,10,8457684081
175,11,8457684081
193,12,8457684081
203,18,8457684081
204,13,8457684081
256,3,8457684081
257,1,8457684081
12,18,6561334125
13,19,6561334125
14,20,6561334125
15,21,6561334125
34,22,6561334125
35,23,6561334125
36,24,6561334125
37,25,6561334125
57,26,6561334125
58,27,6561334125
81,28,6561334125
82,29,6561334125
98,30,6561334125
99,31,6561334125
119,1,6561334125
120,2,6561334125
153,3,6561334125
167,4,6561334125
168,5,6561334125
179,6,6561334125
187,7,6561334125
243,8,6561334125
244,9,6561334125
258,10,6561334125
276,11,6561334125
277,12,6561334125
308,13,6561334125
324,14,6561334125
325,15,6561334125
344,16,6561334125
345,17,6561334125
10,20,9241134687
11,12,9241134687
20,19,9241134687
21,11,9241134687
27,18,9241134687
28,10,9241134687
30,17,9241134687
31,9,9241134687
72,16,9241134687
135,8,9241134687
146,15,9241134687
147,7,9241134687
169,6,9241134687
174,5,9241134687
175,4,9241134687
193,2,9241134687
203,14,9241134687
204,1,9241134687
256,13,9241134687
257,3,9241134687
81,7,3899917847
82,6,3899917847
167,11,3899917847
168,10,3899917847
179,8,3899917847
187,9,3899917847
308,3,3899917847
324,4,3899917847
325,5,3899917847
344,2,3899917847
345,1,3899917847
12,7,4695033120
13,8,4695033120
14,9,4695033120
15,4,4695033120
34,5,4695033120
35,10,4695033120
36,1,4695033120
37,3,4695033120
57,2,4695033120
58,11,4695033120
81,12,4695033120
82,13,4695033120
98,14,4695033120
99,15,4695033120
119,16,4695033120
120,17,4695033120
153,18,4695033120
167,19,4695033120
168,20,4695033120
179,21,4695033120
187,22,4695033120
243,23,4695033120
244,24,4695033120
258,25,4695033120
276,26,4695033120
277,27,4695033120
308,28,4695033120
324,29,4695033120
325,30,4695033120
344,31,4695033120
345,6,4695033120
12,12,7426933405
13,13,7426933405
14,14,7426933405
15,15,7426933405
34,16,7426933405
35,17,7426933405
36,18,7426933405
37,19,7426933405
57,20,7426933405
58,21,7426933405
81,3,7426933405
82,1,7426933405
98,4,7426933405
99,2,7426933405
119,5,7426933405
120,22,7426933405
153,6,7426933405
167,23,7426933405
168,24,7426933405
179,25,7426933405
187,26,7426933405
243,27,7426933405
244,11,7426933405
258,10,7426933405
276,28,7426933405
277,9,7426933405
308,8,7426933405
324,29,7426933405
325,30,7426933405
344,31,7426933405
345,7,7426933405
10,20,2753660420
11,5,2753660420
20,19,2753660420
21,6,2753660420
27,18,2753660420
28,7,2753660420
30,17,2753660420
31,8,2753660420
72,16,2753660420
135,9,2753660420
146,15,2753660420
147,1,2753660420
169,10,2753660420
174,11,2753660420
175,12,2753660420
193,2,2753660420
203,14,2753660420
204,3,2753660420
256,13,2753660420
257,4,2753660420
12,9,3275882981
13,20,3275882981
14,21,3275882981
15,18,3275882981
34,19,3275882981
35,22,3275882981
36,11,3275882981
37,10,3275882981
57,12,3275882981
58,23,3275882981
81,24,3275882981
82,4,3275882981
98,25,3275882981
99,5,3275882981
119,13,3275882981
120,26,3275882981
153,6,3275882981
167,27,3275882981
168,14,3275882981
179,15,3275882981
187,16,3275882981
243,28,3275882981
244,1,3275882981
258,8,3275882981
276,17,3275882981
277,29,3275882981
308,2,3275882981
324,7,3275882981
325,30,3275882981
344,31,3275882981
345,3,3275882981
12,12,8135214037
13,20,8135214037
14,21,8135214037
15,11,8135214037
34,7,8135214037
35,22,8135214037
36,6,8135214037
37,13,8135214037
57,17,8135214037
58,23,8135214037
81,24,8135214037
82,16,8135214037
98,25,8135214037
99,18,8135214037
119,19,8135214037
120,26,8135214037
153,5,8135214037
167,27,8135214037
168,3,8135214037
179,1,8135214037
187,2,8135214037
243,28,8135214037
244,14,8135214037
258,4,8135214037
276,8,8135214037
277,29,8135214037
308,10,8135214037
324,9,8135214037
325,30,8135214037
344,31,8135214037
345,15,8135214037
35,8,8978007632
36,6,8978007632
37,7,8978007632
119,9,8978007632
153,10,8978007632
167,3,8978007632
168,2,8978007632
179,1,8978007632
187,4,8978007632
258,5,8978007632
12,1,8486649965
13,27,8486649965
14,20,8486649965
15,7,8486649965
34,2,8486649965
35,21,8486649965
36,9,8486649965
37,8,8486649965
57,3,8486649965
58,28,8486649965
81,26,8486649965
82,12,8486649965
98,25,8486649965
99,13,8486649965
119,11,8486649965
120,29,8486649965
153,10,8486649965
167,24,8486649965
168,4,8486649965
179,14,8486649965
187,15,8486649965
243,23,8486649965
244,16,8486649965
258,17,8486649965
276,5,8486649965
277,30,8486649965
308,18,8486649965
324,19,8486649965
325,31,8486649965
344,22,8486649965
345,6,8486649965
10,1,1240269485
11,2,1240269485
20,3,1240269485
21,4,1240269485
27,5,1240269485
28,6,1240269485
30,7,1240269485
31,8,1240269485
72,9,1240269485
135,10,1240269485
146,11,1240269485
147,12,1240269485
169,13,1240269485
174,14,1240269485
175,15,1240269485
193,16,1240269485
203,17,1240269485
204,18,1240269485
256,19,1240269485
257,20,1240269485
10,10,9806381613
11,11,9806381613
20,12,9806381613
21,13,9806381613
27,14,9806381613
28,5,9806381613
30,15,9806381613
31,6,9806381613
72,16,9806381613
135,17,9806381613
146,18,9806381613
147,9,9806381613
169,1,9806381613
174,2,9806381613
175,3,9806381613
193,7,9806381613
203,19,9806381613
204,8,9806381613
256,20,9806381613
257,4,9806381613
10,18,5024220485
11,17,5024220485
20,16,5024220485
21,15,5024220485
27,14,5024220485
28,13,5024220485
30,12,5024220485
31,11,5024220485
72,10,5024220485
135,9,5024220485
146,7,5024220485
147,8,5024220485
169,4,5024220485
174,5,5024220485
175,6,5024220485
193,1,5024220485
203,3,5024220485
204,2,5024220485
256,19,5024220485
257,20,5024220485
10,20,7582516774
11,12,7582516774
20,19,7582516774
21,11,7582516774
27,18,7582516774
28,10,7582516774
30,17,7582516774
31,9,7582516774
72,16,7582516774
135,8,7582516774
146,15,7582516774
147,7,7582516774
169,5,7582516774
174,4,7582516774
175,3,7582516774
193,2,7582516774
203,13,7582516774
204,1,7582516774
256,14,7582516774
257,6,7582516774
12,1,2799403050
13,2,2799403050
14,3,2799403050
15,4,2799403050
34,5,2799403050
35,6,2799403050
36,7,2799403050
37,8,2799403050
57,9,2799403050
58,10,2799403050
81,11,2799403050
82,12,2799403050
98,13,2799403050
99,14,2799403050
119,15,2799403050
120,16,2799403050
153,17,2799403050
167,18,2799403050
168,19,2799403050
179,20,2799403050
187,21,2799403050
243,22,2799403050
244,23,2799403050
258,24,2799403050
276,25,2799403050
277,26,2799403050
308,27,2799403050
324,28,2799403050
325,29,2799403050
344,30,2799403050
345,31,2799403050
12,7,9414870401
13,20,9414870401
14,21,9414870401
15,8,9414870401
34,9,9414870401
35,22,9414870401
36,10,9414870401
37,11,9414870401
57,12,9414870401
58,23,9414870401
81,24,9414870401
82,1,9414870401
98,25,9414870401
99,2,9414870401
119,13,9414870401
120,26,9414870401
153,14,9414870401
167,27,9414870401
168,4,9414870401
179,5,9414870401
187,6,9414870401
243,28,9414870401
244,15,9414870401
258,16,9414870401
276,17,9414870401
277,29,9414870401
308,18,9414870401
324,3,9414870401
325,30,9414870401
344,31,9414870401
345,19,9414870401
35,8,3952903763
36,6,3952903763
37,7,3952903763
119,9,3952903763
153,10,3952903763
167,3,3952903763
168,2,3952903763
179,1,3952903763
187,4,3952903763
258,5,3952903763
10,11,1455981924
11,6,1455981924
20,12,1455981924
21,7,1455981924
27,13,1455981924
28,10,1455981924
30,14,1455981924
31,9,1455981924
72,15,1455981924
135,16,1455981924
146,17,1455981924
147,5,1455981924
169,2,1455981924
174,3,1455981924
175,4,1455981924
193,8,1455981924
203,18,1455981924
204,19,1455981924
256,20,1455981924
257,1,1455981924
10,20,7565903103
11,11,7565903103
20,19,7565903103
21,10,7565903103
27,18,7565903103
28,9,7565903103
30,17,7565903103
31,8,7565903103
72,16,7565903103
135,12,7565903103
146,15,7565903103
147,7,7565903103
169,6,7565903103
174,5,7565903103
175,4,7565903103
193,2,7565903103
203,13,7565903103
204,1,7565903103
256,14,7565903103
257,3,7565903103
82,2,6830163551
99,1,6830163551
11,13,8877278344
21,12,8877278344
28,11,8877278344
31,10,8877278344
135,3,8877278344
147,8,8877278344
169,9,8877278344
174,1,8877278344
175,2,8877278344
193,4,8877278344
204,5,8877278344
257,6,8877278344
12,19,8641020103
13,20,8641020103
14,21,8641020103
15,4,8641020103
34,3,8641020103
35,22,8641020103
36,18,8641020103
37,17,8641020103
57,5,8641020103
58,23,8641020103
81,24,8641020103
82,6,8641020103
98,25,8641020103
99,7,8641020103
119,8,8641020103
120,26,8641020103
153,2,8641020103
167,27,8641020103
168,9,8641020103
179,10,8641020103
187,11,8641020103
243,28,8641020103
244,1,8641020103
258,12,8641020103
276,16,8641020103
277,29,8641020103
308,15,8641020103
324,14,8641020103
325,30,8641020103
344,31,8641020103
345,13,8641020103
12,10,7528646243
13,11,7528646243
14,12,7528646243
15,13,7528646243
34,14,7528646243
35,15,7528646243
36,16,7528646243
37,17,7528646243
57,9,7528646243
58,18,7528646243
81,19,7528646243
82,8,7528646243
98,20,7528646243
99,21,7528646243
119,22,7528646243
120,23,7528646243
153,24,7528646243
167,25,7528646243
168,4,7528646243
179,5,7528646243
187,6,7528646243
243,26,7528646243
244,27,7528646243
258,28,7528646243
